Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
5,54,No,6,3,41
7,59,No,9,4,52
5,46,No,8,9,33
9,74,No,9,8,73
1,47,Yes,5,1,23
8,82,No,8,5,76
4,82,Yes,8,8,68
9,98,Yes,9,3,96
8,92,Yes,8,3,88
9,62,No,4,1,60
9,50,No,6,7,45
4,90,Yes,5,0,73
8,86,No,9,2,82
9,41,No,9,4,35
6,42,No,6,8,33
4,47,No,4,8,27
2,87,Yes,8,7,62
3,54,No,8,3,36
8,71,No,9,0,66
2,45,Yes,4,3,18
2,51,No,4,5,27
7,60,Yes,5,6,51
8,61,No,6,9,54
1,58,Yes,9,4,33
6,66,No,9,0,56
5,54,Yes,6,8,40
3,89,No,4,4,68
8,60,No,7,2,52
3,58,Yes,8,8,39
4,96,No,7,2,77
7,40,Yes,6,9,28
2,72,No,6,5,49
1,42,No,9,5,18
8,95,No,9,4,92
7,75,Yes,4,1,67
1,73,Yes,7,9,47
9,62,No,5,8,59
7,60,No,7,2,49
2,91,No,5,9,70
4,69,No,9,1,55
6,47,No,9,5,36
4,93,Yes,4,6,77
3,48,No,6,9,30
4,45,No,9,9,31
7,91,No,9,2,82
2,70,No,5,1,46
4,46,Yes,5,1,32
9,95,Yes,6,7,94
7,73,No,5,1,65
5,52,No,7,9,37
3,92,No,8,2,73
5,65,Yes,5,7,50
7,63,No,6,3,54
8,76,Yes,9,2,66
6,45,No,4,4,34
2,80,Yes,5,0,56
5,71,No,5,4,54
7,64,Yes,4,8,53
3,75,Yes,4,1,56
4,42,Yes,7,2,24
7,94,Yes,9,4,87
6,77,No,8,6,67
2,41,Yes,7,4,17
8,45,No,8,7,41
6,62,Yes,9,0,52
2,78,Yes,8,0,58
3,95,Yes,9,9,77
7,40,Yes,9,3,29
6,73,Yes,6,0,59
3,65,Yes,4,0,40
7,50,No,7,7,40
9,70,No,9,9,67
7,62,Yes,8,0,56
1,83,No,8,5,57
3,59,No,8,6,43
6,99,Yes,8,3,89
7,54,No,4,6,41
1,99,Yes,5,0,75
2,90,No,4,4,64
9,95,Yes,5,0,93
2,40,Yes,9,1,16
4,59,Yes,6,7,41
3,46,Yes,4,9,24
9,94,No,7,3,93
3,60,Yes,4,4,39
4,78,No,6,3,60
5,66,No,5,0,50
6,47,Yes,4,9,35
3,80,Yes,9,1,58
4,79,Yes,4,6,61
6,47,Yes,4,6,35
7,46,No,9,5,36
3,88,Yes,8,5,73
6,66,Yes,7,3,54
8,60,Yes,6,4,55
7,47,No,5,6,39
2,43,No,6,9,20
8,85,No,4,5,74
3,73,No,9,8,54
1,60,No,7,5,36
8,78,No,8,7,72
5,78,No,6,4,61
2,53,Yes,4,7,30
2,73,Yes,8,0,52
3,67,No,4,3,45
5,66,Yes,7,8,50
1,73,Yes,4,3,45
5,64,No,8,8,50
3,97,No,6,0,79
5,53,No,8,8,39
9,92,Yes,5,3,88
4,71,Yes,8,9,55
5,88,No,8,6,74
4,42,Yes,9,2,25
1,69,No,8,6,44
6,63,Yes,6,2,48
7,49,No,6,6,35
9,82,No,9,4,80
6,73,No,9,5,65
3,91,Yes,7,1,74
1,94,Yes,8,4,66
8,51,Yes,7,2,45
8,78,No,7,0,72
4,66,No,6,9,48
7,47,No,8,5,37
7,71,Yes,8,8,68
3,95,No,9,7,73
9,74,Yes,8,6,74
9,50,No,6,5,47
8,44,Yes,9,3,42
6,46,No,5,3,34
3,46,Yes,4,6,24
6,87,No,5,3,72
7,64,Yes,4,7,55
6,57,No,9,2,46
3,46,Yes,7,1,26
5,47,No,8,9,35
1,65,No,8,9,39
2,89,Yes,4,3,61
9,44,Yes,4,0,41
3,62,No,9,4,44
9,52,Yes,5,4,46
9,87,Yes,7,2,85
7,72,No,8,6,65
9,81,No,6,8,79
5,69,No,8,1,57
6,41,Yes,7,4,27
5,69,No,9,4,54
8,82,Yes,4,6,77
5,50,No,7,3,38
9,73,No,9,3,75
6,56,No,5,3,45
6,93,Yes,8,2,81
2,93,Yes,9,0,69
7,72,No,7,2,62
7,96,No,7,4,90
9,76,Yes,6,5,72
6,87,Yes,8,7,77
1,90,Yes,8,7,67
8,44,No,5,1,32
7,90,Yes,7,2,83
4,84,No,4,3,65
8,54,No,7,8,46
9,41,Yes,7,6,39
1,62,No,5,6,38
1,92,Yes,9,9,71
8,88,No,5,7,82
4,40,Yes,4,0,23
6,52,Yes,6,4,40
3,74,No,7,7,56
8,74,Yes,7,0,69
3,65,No,9,6,46
5,70,Yes,9,0,55
7,47,No,6,7,37
8,57,Yes,7,6,54
1,98,Yes,8,2,75
3,83,No,8,4,65
7,67,No,5,5,60
8,55,No,6,2,48
6,77,Yes,9,8,68
8,96,No,7,0,90
6,63,No,8,8,52
7,58,No,4,7,49
5,89,Yes,7,7,75
2,72,No,8,2,53
8,43,No,9,3,40
9,40,Yes,5,0,38
5,98,No,9,0,84
6,94,No,5,0,83
5,52,No,4,5,35
3,69,Yes,8,6,51
1,65,Yes,4,6,42
2,89,No,8,3,66
7,43,Yes,8,0,38
9,96,No,7,4,93
5,71,No,8,0,56
9,73,No,8,7,68
7,40,Yes,8,6,31
5,53,No,7,9,38
2,65,No,9,9,41
2,62,Yes,5,3,34
2,57,No,5,8,35
1,62,Yes,4,0,36
8,72,No,9,6,70
6,90,Yes,8,0,80
3,62,Yes,6,5,41
1,65,No,9,0,38
1,49,Yes,7,9,23
5,78,Yes,5,5,64
3,81,Yes,6,9,62
9,60,No,4,5,55
2,40,No,8,2,18
2,48,Yes,4,2,26
4,61,Yes,8,5,42
6,42,No,9,7,29
7,48,Yes,8,8,41
9,44,No,5,8,42
7,97,No,8,9,95
5,80,Yes,5,6,66
5,88,No,4,6,71
8,61,Yes,8,7,56
9,59,Yes,9,5,58
4,44,Yes,9,0,23
6,58,No,7,4,45
8,53,Yes,9,7,49
6,61,No,5,5,46
2,91,No,5,3,67
2,56,Yes,5,3,31
8,89,No,8,2,82
1,54,Yes,5,4,26
5,59,Yes,4,2,41
7,68,No,4,8,56
2,99,No,7,8,79
8,63,No,8,7,59
8,95,No,9,6,92
4,66,Yes,9,3,48
4,99,No,9,8,87
9,91,No,5,1,85
8,92,No,4,6,87
9,55,Yes,6,3,55
7,70,No,7,1,59
1,70,No,9,4,44
4,89,Yes,6,2,72
5,85,No,6,3,67
2,65,No,4,2,41
3,85,No,9,7,65
9,51,No,6,8,50
7,55,No,5,4,46
8,40,Yes,5,1,29
2,88,Yes,9,6,65
1,43,No,9,0,15
8,52,Yes,9,2,50
4,64,Yes,8,8,48
1,93,No,6,7,67
2,95,Yes,6,2,72
9,41,Yes,9,2,41
8,86,Yes,6,4,82
9,50,No,9,9,47
8,68,Yes,5,5,57
9,86,Yes,6,5,84
5,68,Yes,9,4,56
4,95,No,6,7,72
7,75,No,6,6,67
8,77,Yes,7,0,70
7,73,No,4,9,62
4,93,Yes,8,8,80
6,48,Yes,6,6,34
6,63,No,8,0,52
4,94,Yes,4,3,79
2,44,Yes,4,5,17
6,54,No,8,0,41
4,97,Yes,9,3,85
8,88,No,8,2,84
3,63,No,6,9,41
6,76,Yes,9,9,69
3,75,Yes,9,3,56
3,88,No,8,6,67
7,75,Yes,8,8,70
8,89,Yes,8,2,83
5,59,Yes,8,6,48
1,91,No,8,4,64
9,62,No,9,8,57
9,57,No,4,4,51
7,44,Yes,6,6,37
7,62,Yes,8,7,54
9,83,No,6,5,81
5,99,Yes,4,0,86
6,58,Yes,9,8,51
6,53,Yes,5,7,41
6,87,Yes,9,1,74
6,87,Yes,6,1,75
2,60,No,4,9,35
4,57,Yes,7,2,40
1,81,Yes,7,5,56
6,45,No,4,2,30
6,70,No,9,2,57
9,71,Yes,5,0,67
3,98,No,4,3,79
2,44,No,9,5,20
1,83,No,7,6,59
8,94,Yes,5,3,89
2,64,Yes,6,8,41
3,57,Yes,8,4,38
1,55,No,4,3,27
8,92,No,6,2,87
7,97,No,6,5,89
7,79,No,7,5,72
2,99,Yes,7,6,80
2,51,Yes,9,7,30
8,62,No,7,6,57
8,62,No,4,3,55
2,78,No,7,2,56
5,41,Yes,8,0,26
7,56,Yes,8,2,44
6,99,Yes,8,3,91
1,68,No,5,5,37
6,42,Yes,6,6,32
6,45,No,5,6,33
3,88,No,5,8,69
7,47,Yes,9,6,36
6,46,Yes,4,4,36
3,97,No,9,9,76
6,44,No,6,3,33
5,59,Yes,9,0,45
8,92,Yes,4,7,87
4,62,No,5,4,43
4,81,No,4,6,56
4,84,No,5,3,65
1,85,Yes,5,5,60
7,64,Yes,8,6,55
5,56,Yes,5,6,39
5,60,Yes,9,0,49
8,91,No,9,5,90
7,50,No,7,2,42
9,81,No,8,4,77
9,70,Yes,8,5,67
4,98,Yes,9,8,83
6,54,Yes,5,5,44
7,88,No,9,8,83
4,69,Yes,9,9,55
8,69,No,6,7,66
6,61,Yes,5,4,48
3,86,Yes,4,5,65
6,98,No,8,0,85
2,54,No,9,8,33
4,71,No,6,5,57
5,97,No,5,2,82
3,64,No,4,8,44
7,51,No,6,6,43
3,64,Yes,9,1,43
4,91,No,9,5,80
3,42,No,9,3,22
1,67,Yes,7,2,39
4,79,Yes,9,8,61
2,95,Yes,9,7,72
4,43,Yes,7,6,26
4,79,No,5,2,60
5,93,No,5,1,77
1,93,No,4,2,65
3,99,Yes,4,2,80
8,56,Yes,5,2,45
1,60,Yes,9,5,37
4,60,No,4,1,39
5,97,No,6,4,84
5,85,Yes,8,2,70
7,51,No,8,2,42
2,60,Yes,8,0,36
4,76,No,6,3,57
2,49,No,6,3,26
1,79,Yes,8,8,56
8,43,No,5,5,34
8,83,No,9,5,79
6,57,Yes,9,8,45
8,56,No,5,4,50
6,74,No,8,9,64
4,80,No,8,0,63
5,65,Yes,8,0,52
9,52,Yes,9,6,51
3,63,Yes,4,9,42
5,72,No,7,0,51
2,54,Yes,8,1,30
4,73,Yes,4,8,59
7,52,No,8,4,42
7,97,Yes,4,9,90
7,79,Yes,9,5,73
1,77,No,6,1,48
5,75,No,9,8,62
1,92,Yes,9,6,68
5,56,Yes,8,2,42
5,82,No,5,2,66
9,96,No,7,8,94
7,95,No,9,6,83
3,78,Yes,7,3,60
7,92,Yes,6,6,85
6,67,Yes,5,2,56
3,90,Yes,8,6,69
8,86,Yes,5,3,81
1,41,Yes,8,8,15
4,44,Yes,6,9,29
7,90,No,7,2,80
9,88,Yes,9,9,87
6,46,Yes,9,5,35
4,59,Yes,8,4,43
5,94,Yes,8,9,81
9,46,Yes,9,0,44
2,98,No,4,2,74
6,42,No,5,5,28
2,85,Yes,9,3,61
4,83,Yes,6,4,65
9,93,Yes,4,4,91
6,46,Yes,5,5,34
7,68,No,7,1,57
3,48,Yes,9,3,28
8,71,No,8,9,65
3,49,No,8,2,28
6,58,Yes,4,8,45
3,81,No,9,9,63
1,91,Yes,5,0,62
6,56,Yes,7,0,47
5,67,Yes,9,0,56
4,97,No,6,3,74
8,88,Yes,5,2,81
1,77,Yes,7,8,56
9,57,Yes,7,5,55
6,59,No,7,5,45
2,61,Yes,9,0,38
9,84,Yes,6,1,83
5,73,Yes,5,3,59
2,45,Yes,7,1,19
4,43,No,7,1,25
1,59,Yes,8,5,33
9,63,No,9,3,61
7,83,No,5,7,74
5,43,Yes,6,4,31
3,88,No,8,9,72
6,55,No,5,1,43
8,48,No,8,2,39
1,84,No,7,2,58
2,75,No,4,9,51
6,47,No,6,7,34
2,68,No,7,1,42
2,71,Yes,9,9,54
7,51,Yes,5,0,43
6,44,Yes,4,0,28
1,91,Yes,6,2,66
7,99,Yes,6,2,91
4,64,No,8,6,49
7,56,No,7,5,49
2,70,Yes,8,8,49
5,90,Yes,5,4,77
7,71,Yes,4,7,62
9,87,Yes,6,3,85
7,89,No,4,6,80
3,78,Yes,8,4,59
1,67,No,9,4,41
6,43,No,5,3,32
3,82,No,9,3,59
1,43,Yes,9,8,20
2,60,Yes,9,1,35
3,78,No,4,2,57
5,49,No,6,6,31
5,65,No,9,0,54
8,97,Yes,5,7,91
5,94,Yes,5,5,82
3,40,No,6,1,16
7,94,Yes,6,6,86
5,54,No,9,4,40
8,63,No,8,7,60
6,78,No,6,5,66
2,91,Yes,5,2,66
7,42,Yes,9,1,37
7,74,No,8,9,66
8,71,Yes,9,1,63
8,44,No,8,4,41
1,53,Yes,9,9,30
8,83,Yes,7,8,79
9,72,Yes,7,5,65
7,66,No,8,2,53
5,88,Yes,8,5,76
5,79,No,9,8,64
4,59,No,6,6,44
9,55,Yes,7,5,53
9,84,No,8,5,82
5,73,No,7,4,59
4,87,Yes,5,4,66
9,60,No,5,4,59
5,68,Yes,4,1,54
9,80,No,9,2,79
6,69,Yes,9,5,57
7,51,Yes,6,8,38
3,53,No,6,7,35
7,60,No,5,8,49
9,73,No,7,0,71
1,56,Yes,8,9,36
5,75,Yes,6,6,59
7,72,Yes,5,7,62
2,66,No,9,7,46
6,91,No,8,4,78
1,92,Yes,7,7,69
2,98,Yes,6,7,77
2,93,No,8,4,71
1,81,No,6,6,55
9,59,No,7,3,51
2,76,No,9,5,54
7,92,No,4,7,81
4,71,No,7,8,55
5,72,No,7,3,60
7,91,Yes,6,3,82
7,76,No,4,6,64
1,96,Yes,5,1,70
7,94,No,4,0,83
6,81,No,4,2,68
3,69,No,4,4,51
3,68,No,9,0,45
3,44,Yes,6,7,25
5,40,Yes,6,7,26
8,59,No,7,3,58
2,61,Yes,7,7,39
8,49,No,5,6,41
9,68,No,6,7,64
5,42,Yes,6,6,27
9,74,Yes,6,5,69
3,43,No,6,1,19
8,61,No,7,2,53
7,94,Yes,7,4,86
6,51,Yes,9,9,42
6,42,Yes,8,2,28
8,92,No,6,5,84
8,88,Yes,7,4,83
5,40,Yes,5,3,26
1,95,Yes,7,1,68
8,59,No,4,4,49
5,56,No,7,8,41
6,89,Yes,4,8,75
4,80,No,5,3,68
3,57,Yes,9,0,38
3,41,No,9,8,23
4,74,No,8,9,56
4,93,No,6,5,76
8,40,No,9,8,35
5,86,Yes,8,8,69
4,58,No,4,9,38
4,60,Yes,8,4,44
8,62,No,9,7,57
4,65,No,6,5,48
6,61,No,6,2,51
4,50,No,4,6,34
3,49,Yes,4,5,29
6,96,Yes,8,1,88
4,79,Yes,4,4,58
9,93,Yes,8,2,90
5,53,No,9,5,38
3,67,Yes,8,9,48
8,79,Yes,7,9,77
3,66,No,5,8,46
2,55,No,5,7,28
1,95,Yes,8,5,73
6,92,No,7,3,82
3,91,Yes,7,6,72
6,53,Yes,5,3,40
1,42,Yes,9,7,17
1,84,Yes,8,5,56
3,44,Yes,6,6,26
8,55,Yes,5,9,47
2,69,No,8,8,49
1,42,No,4,7,18
4,41,Yes,9,7,26
3,89,Yes,9,2,71
8,94,Yes,8,6,88
8,48,Yes,4,7,42
4,57,Yes,4,8,39
1,88,No,5,9,62
8,47,No,4,9,40
9,59,Yes,9,8,57
7,64,Yes,6,7,59
3,67,Yes,6,0,48
8,49,No,6,4,43
9,79,No,6,8,77
9,86,No,5,2,79
7,57,Yes,5,3,49
9,93,Yes,6,7,93
6,71,No,8,6,61
5,77,Yes,9,6,69
6,97,No,9,3,89
6,66,No,6,1,53
6,97,No,5,3,83
1,81,Yes,6,8,59
2,60,No,4,5,40
2,56,No,6,0,33
4,73,Yes,7,0,58
1,70,Yes,4,7,45
3,49,No,7,5,25
5,71,No,6,9,61
9,83,No,6,4,82
9,92,Yes,9,4,90
1,72,Yes,8,9,49
9,40,Yes,5,3,37
4,67,No,9,3,49
8,81,Yes,5,0,76
8,67,No,6,1,57
2,67,No,8,2,44
6,44,No,9,3,34
1,43,No,6,4,16
9,78,Yes,5,1,73
5,87,Yes,5,9,73
7,47,No,9,9,40
1,55,No,7,3,28
5,81,Yes,5,3,68
6,68,No,5,1,56
1,97,Yes,9,8,74
6,87,No,7,1,76
8,91,No,8,6,86
1,75,No,7,8,48
4,51,Yes,9,5,36
7,80,No,5,0,70
3,79,No,6,6,58
9,57,Yes,8,1,54
4,93,No,6,7,77
3,40,No,7,7,21
1,71,Yes,8,1,44
9,82,No,6,5,82
8,54,No,6,6,48
3,74,Yes,6,0,56
2,59,No,7,9,38
1,75,No,5,9,48
3,43,Yes,6,4,23
3,93,No,5,6,74
9,52,Yes,9,9,54
1,55,Yes,7,1,27
1,60,No,8,3,34
2,72,Yes,9,3,47
9,41,Yes,4,4,36
7,96,No,9,6,85
9,58,No,7,8,54
8,59,No,9,2,55
3,75,Yes,9,8,60
2,94,Yes,8,0,70
8,47,Yes,6,8,40
9,89,Yes,6,4,88
5,89,No,9,0,75
3,46,Yes,8,4,26
9,79,Yes,7,8,79
7,67,No,8,3,55
3,56,No,5,7,36
2,76,Yes,6,1,54
9,80,Yes,4,8,78
5,54,Yes,8,9,40
5,49,Yes,7,2,31
8,87,Yes,8,2,87
4,49,Yes,6,7,32
7,91,No,8,2,84
6,77,Yes,8,0,66
2,46,No,4,7,22
6,79,No,5,5,66
6,42,Yes,6,6,32
5,52,No,6,3,38
9,70,Yes,9,3,69
2,84,No,7,4,61
2,55,Yes,4,4,34
3,42,Yes,8,9,23
3,47,No,7,1,23
6,73,No,9,3,60
4,44,No,8,8,34
6,85,Yes,7,0,73
9,64,Yes,7,9,63
5,87,Yes,6,3,71
4,68,No,7,4,52
1,78,Yes,9,7,54
9,92,No,8,5,90
6,61,No,7,6,50
4,50,Yes,6,6,37
1,55,No,7,9,30
6,77,No,7,1,72
3,40,Yes,9,5,18
6,96,No,4,1,82
3,68,No,4,5,47
5,54,No,8,2,40
2,61,Yes,8,2,40
8,73,Yes,4,7,68
7,63,No,5,6,56
7,71,No,9,4,66
6,81,No,4,9,71
7,67,Yes,8,4,62
3,47,No,7,4,24
3,82,Yes,4,3,61
6,90,No,8,4,78
5,87,Yes,4,7,72
1,43,No,6,9,17
4,73,Yes,8,7,58
9,95,No,8,0,94
6,83,Yes,6,6,71
8,78,Yes,9,1,72
4,63,No,5,5,45
2,88,Yes,4,8,66
8,94,No,6,9,89
5,49,No,4,7,33
3,77,No,5,2,54
8,59,Yes,6,6,55
6,71,No,7,9,63
1,67,Yes,8,5,42
1,49,Yes,4,2,23
4,67,No,5,6,48
3,54,No,8,8,34
1,75,No,9,4,52
3,80,No,4,1,60
3,69,No,9,5,54
4,98,No,7,3,80
3,44,Yes,4,0,23
1,61,Yes,4,0,30
7,62,Yes,4,9,55
6,45,Yes,4,5,29
1,78,Yes,8,6,53
9,41,No,9,8,39
8,96,No,9,6,95
1,77,No,6,9,52
5,96,Yes,4,4,81
5,89,No,9,7,79
7,83,Yes,9,5,77
2,84,No,5,9,62
3,72,Yes,4,0,50
6,75,Yes,7,0,62
4,54,No,8,5,35
4,61,Yes,5,3,42
8,46,Yes,8,8,41
9,57,Yes,5,7,56
1,93,Yes,5,3,67
8,43,No,5,9,35
2,97,Yes,8,7,75
2,61,No,8,7,40
6,99,No,7,6,86
4,63,Yes,5,3,42
5,93,Yes,4,6,78
4,99,No,6,8,86
9,77,Yes,8,7,76
2,82,Yes,5,9,60
2,61,Yes,5,6,37
9,54,Yes,7,7,50
1,45,Yes,8,2,19
4,89,No,6,3,70
5,85,No,4,8,70
2,83,Yes,9,1,62
9,61,No,8,3,56
9,56,No,5,7,57
7,67,No,6,5,59
2,53,Yes,7,2,25
1,94,Yes,6,4,70
5,72,Yes,9,2,60
4,66,No,4,0,47
9,68,No,6,4,65
1,49,No,9,4,25
5,48,No,9,0,34
4,91,Yes,6,8,75
2,54,Yes,5,7,34
1,43,No,8,6,15
9,44,Yes,4,4,39
1,59,Yes,6,7,36
5,88,No,5,6,73
5,99,No,4,8,85
7,58,Yes,6,4,49
4,78,No,7,9,62
9,74,Yes,4,6,74
5,75,Yes,6,6,57
8,84,No,9,2,81
1,68,No,4,1,38
2,88,Yes,4,9,62
1,78,Yes,4,8,53
2,96,Yes,8,1,72
2,98,No,8,3,78
9,89,No,6,3,85
3,82,No,6,4,58
9,95,Yes,6,0,93
1,81,Yes,8,8,56
6,67,No,8,5,54
4,82,No,6,6,63
4,42,Yes,7,2,25
4,67,No,4,8,49
4,79,No,9,0,62
8,93,No,8,5,88
3,87,Yes,8,7,68
2,86,No,5,2,65
4,64,Yes,8,3,48
3,61,No,6,3,41
4,48,No,7,4,27
7,72,Yes,5,1,62
1,61,Yes,8,6,37
7,67,Yes,8,6,60
3,49,No,4,4,28
9,64,No,5,3,61
8,51,Yes,6,8,47
8,61,No,9,4,59
8,86,No,9,3,81
5,41,Yes,4,6,25
2,71,No,7,7,47
4,92,No,9,6,77
6,48,Yes,5,6,37
9,82,Yes,6,8,81
9,49,No,6,2,47
4,77,No,7,7,59
6,95,No,6,7,86
8,67,Yes,4,3,62
2,54,No,5,3,26
8,98,No,4,9,92
6,45,No,6,3,32
1,78,No,7,5,51
3,59,Yes,4,5,40
3,62,No,4,4,43
5,63,Yes,4,0,48
3,56,Yes,7,9,34
6,94,Yes,4,5,78
8,99,No,5,5,92
7,54,Yes,6,3,40
8,79,Yes,6,4,71
9,78,No,9,0,77
4,66,No,8,7,49
5,95,Yes,6,7,82
7,74,Yes,8,2,67
1,71,Yes,8,3,47
6,42,No,8,6,27
8,62,Yes,8,3,57
9,59,No,8,6,59
5,91,No,4,4,74
4,92,No,6,2,76
7,80,Yes,4,9,75
1,63,Yes,4,4,35
8,63,Yes,9,8,62
6,99,Yes,5,3,91
4,95,Yes,5,6,80
9,79,No,4,7,77
5,82,Yes,8,7,72
6,85,No,5,1,71
7,93,Yes,5,2,87
3,66,No,8,6,45
1,59,No,7,6,32
7,47,No,7,6,42
9,78,Yes,8,2,76
1,65,No,4,0,34
7,73,No,9,9,66
6,90,No,4,0,77
1,40,No,6,6,16
9,89,No,4,7,84
1,82,No,8,7,58
9,83,Yes,4,1,81
7,57,No,8,9,48
3,86,Yes,6,9,66
6,55,No,7,7,45
6,55,Yes,8,6,46
8,45,Yes,7,5,40
9,75,Yes,7,9,78
9,49,Yes,9,2,45
2,86,Yes,6,2,65
9,79,Yes,6,5,77
4,63,Yes,9,7,50
9,74,No,4,7,71
3,80,No,5,7,59
1,85,Yes,6,9,62
2,61,No,4,8,36
5,89,Yes,6,7,77
6,44,No,8,4,33
2,94,No,9,5,74
5,68,No,5,6,53
1,74,Yes,7,5,46
4,79,No,7,0,63
9,62,Yes,8,9,60
9,77,Yes,9,8,77
3,52,Yes,8,6,35
7,63,Yes,7,8,57
6,86,No,4,2,76
6,72,Yes,5,1,62
2,97,No,7,0,76
5,58,No,6,0,43
6,97,No,8,7,92
5,78,Yes,7,4,63
8,58,Yes,8,2,51
6,76,Yes,6,4,66
3,68,No,9,6,52
7,83,Yes,7,9,75
1,86,Yes,5,9,64
5,70,No,5,3,57
3,75,Yes,7,8,57
5,42,Yes,5,1,27
4,96,Yes,6,6,80
2,97,Yes,4,4,74
4,90,No,8,0,73
6,72,No,5,4,58
2,61,Yes,6,5,42
3,77,Yes,6,9,56
2,76,Yes,6,1,54
3,61,No,9,9,43
5,54,No,7,7,38
1,96,No,9,6,75
5,89,No,7,9,76
9,57,No,7,9,56
2,64,No,5,2,39
8,80,Yes,8,4,75
8,75,No,9,8,73
3,67,No,9,4,49
6,75,No,9,4,67
9,85,Yes,8,1,83
3,40,Yes,7,9,24
4,78,No,9,6,58
5,64,Yes,4,0,50
9,49,No,8,7,47
5,51,No,7,7,39
6,91,No,4,8,79
3,90,Yes,5,8,70
9,86,Yes,7,6,88
1,98,Yes,9,3,74
1,50,Yes,5,3,25
3,71,Yes,8,4,51
7,83,Yes,4,2,73
3,59,Yes,6,3,38
5,75,No,9,7,61
3,86,No,7,8,69
9,72,No,7,2,67
5,84,No,9,2,70
3,41,Yes,7,3,24
3,52,Yes,4,9,33
1,64,Yes,6,3,41
9,93,Yes,4,4,89
8,96,No,9,5,91
4,79,No,8,5,65
5,52,Yes,7,4,36
2,41,No,6,5,16
4,95,Yes,9,4,75
7,97,Yes,5,2,84
8,96,Yes,6,1,90
4,45,Yes,7,0,28
3,45,No,6,0,25
5,63,Yes,7,4,50
9,59,Yes,8,9,56
2,58,Yes,5,9,35
3,85,No,5,0,60
9,48,Yes,8,1,45
8,92,Yes,9,2,88
3,80,Yes,4,5,58
8,86,No,6,9,79
7,98,Yes,7,9,91
9,93,No,6,1,87
9,84,Yes,9,2,87
8,48,No,9,4,40
2,47,Yes,7,3,25
5,55,No,4,6,40
2,92,No,8,5,70
8,52,No,4,5,45
7,62,Yes,7,4,49
3,48,Yes,9,3,26
8,91,No,7,1,83
4,81,Yes,6,3,65
3,59,Yes,8,5,38
8,57,Yes,5,1,51
7,42,No,4,6,33
3,68,Yes,7,6,49
9,43,Yes,6,6,43
6,75,No,8,4,59
2,79,Yes,6,3,54
9,72,Yes,5,2,66
2,91,Yes,7,7,70
5,58,No,8,2,43
4,55,No,5,5,36
5,94,Yes,9,6,77
7,57,No,7,7,50
4,58,Yes,4,5,41
8,75,No,8,0,69
8,87,No,5,0,80
9,42,Yes,8,0,40
9,53,Yes,6,9,49
2,88,No,5,4,64
1,56,Yes,8,3,32
3,97,Yes,5,3,79
1,98,No,8,2,74
5,95,No,6,4,83
1,62,No,7,1,36
3,84,Yes,9,4,66
4,76,Yes,8,5,60
9,59,Yes,8,2,54
5,99,Yes,8,9,91
8,46,Yes,9,6,44
9,79,No,6,5,77
7,48,Yes,5,5,38
7,95,Yes,5,6,89
9,87,No,4,9,83
4,43,No,6,7,27
3,85,No,8,0,64
8,79,Yes,8,4,75
9,52,No,9,7,50
3,75,No,4,8,54
3,40,No,9,4,18
7,87,No,5,4,78
2,88,No,4,8,67
2,83,Yes,4,5,60
8,97,Yes,9,5,93
3,81,No,4,2,58
8,85,No,5,8,79
3,47,Yes,6,7,28
4,46,Yes,9,0,32
9,47,Yes,8,2,45
4,86,Yes,8,7,71
9,45,No,5,8,43
7,77,No,9,8,70
8,95,No,9,2,90
5,70,Yes,6,9,58
2,92,No,6,4,69
2,47,No,9,1,25
3,43,Yes,9,0,25
3,85,Yes,9,8,71
3,40,Yes,8,9,18
9,59,Yes,4,5,53
2,55,No,6,8,30
3,50,No,4,1,26
9,62,Yes,7,5,56
9,77,No,7,1,74
9,60,No,7,4,57
2,69,Yes,6,7,46
6,95,Yes,7,7,86
9,98,Yes,7,4,95
7,62,No,4,3,48
9,97,Yes,7,8,95
7,54,Yes,5,6,45
9,44,No,7,8,39
2,89,No,9,0,64
8,53,Yes,8,3,47
9,96,No,9,3,95
8,67,Yes,9,5,61
7,82,Yes,6,9,75
8,47,No,7,9,41
8,63,Yes,6,3,58
9,65,No,7,8,65
8,58,No,6,7,50
5,66,Yes,6,1,53
5,48,No,5,7,30
2,69,Yes,8,6,48
2,58,Yes,4,4,35
1,91,No,9,9,67
5,77,No,7,9,67
3,78,No,7,8,58
4,53,Yes,6,2,35
4,59,No,4,6,41
8,50,No,7,9,42
6,81,Yes,7,5,72
8,70,No,5,4,63
3,47,No,7,3,24
7,90,No,9,8,82
1,95,Yes,9,0,68
3,82,No,4,2,63
6,40,No,5,2,27
7,86,Yes,9,6,82
5,79,Yes,9,1,64
6,99,No,9,4,90
4,85,No,5,3,65
5,40,No,6,5,28
3,46,Yes,6,1,27
5,65,No,8,9,54
3,62,No,5,2,44
5,59,Yes,9,0,43
6,41,No,6,4,26
8,81,Yes,5,7,76
9,87,No,4,3,83
2,81,No,5,8,57
1,83,No,8,0,57
1,73,No,5,8,49
2,91,No,7,6,70
9,54,No,8,2,47
6,89,No,4,5,78
8,54,No,6,4,49
6,97,Yes,7,6,88
5,60,No,4,2,46
5,51,Yes,7,1,38
1,57,Yes,6,1,35
9,41,No,7,5,40
8,54,Yes,6,1,46
2,80,Yes,4,4,57
1,52,No,7,0,25
2,65,Yes,9,1,45
